site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,gpr_native_count,gpr_aggregation_spacing_m,quality_flag_summary_statistic,source
GPRT20,2011-08-18,67.12421618051701,-50.17964353848215,50.72053725,1,50.72053725,,gp,1,5.0,False,Petrone_etal_2016
GPRT20,2011-08-18,67.1241716345526,-50.179645432953116,50.72053725,1,50.72053725,,gp,3,5.0,True,Petrone_etal_2016
GPRT20,2011-08-18,67.1241283083688,-50.179651935232854,58.49565525,1,58.49565525,,gp,2,5.0,True,Petrone_etal_2016
GPRT20,2011-08-18,67.12409697646623,-50.17966487012349,59.01399675,1,59.01399675,,gp,1,5.0,False,Petrone_etal_2016
GPRT20,2011-08-18,67.12404420205223,-50.1796949000037,46.05546712500001,1,46.05546712500001,,gp,2,5.0,True,Petrone_etal_2016
GPRT20,2011-08-18,67.12399905989065,-50.1797262847814,48.647172375,1,48.647172375,,gp,2,5.0,True,Petrone_etal_2016
GPRT22,2011-08-18,67.12426818400625,-50.179638086782795,51.37089374999999,1,51.37089374999999,,gp,3,5.0,True,Petrone_etal_2016
GPRT22,2011-08-18,67.12430922307595,-50.17965206468995,58.48026675,1,58.48026675,,gp,3,5.0,True,Petrone_etal_2016
GPRT22,2011-08-18,67.12435658567836,-50.17964546393322,68.213336625,1,68.213336625,,gp,4,5.0,True,Petrone_etal_2016
GPRT22,2011-08-18,67.1244052834251,-50.179607694973356,81.15283791666667,1,81.15283791666667,,gp,6,5.0,True,Petrone_etal_2016
